0.08254	0.048394	0.322451	0.099049	-73.856273	2.538128	2.72329	1.110571	1.154735	0.714657	0.653754	0.596543	0.7319	0.247547	0.731591	0.522678	0.176512	0.067492	0.055001	0.369305	0.043764	6.096384	1.972327	1.281913	1.193782	0.905922	0.714515	0.709357	0.678239	0.605224	0.757444	0.622454	0.527404	0.607179	0.027581	0.02372	0.098239	0.009288	1.362681	0.764177	0.437952	0.618824	0.392094	0.237362	0.26934	0.193362	0.20517	0.304813	0.18672	0.138623	0.187749	0.026028	0.03293	0.047781	0.031048	1.589795	0.306917	0.19538	0.267888	0.143344	0.116356	0.142093	0.119128	0.09585	0.149112	0.09499	0.08075	0.103943
0.083345	0.058996	0.246741	0.096424	-71.946973	4.813112	1.858196	1.396135	-0.094299	0.54099	0.622902	0.740594	0.503496	0.44924	0.32354	0.364129	0.694532	0.059126	0.049556	0.282881	0.045784	5.657982	1.792594	1.13945	0.994204	0.787813	0.6263	0.636683	0.615696	0.520165	0.555757	0.535298	0.463908	0.460181	0.029255	0.026124	0.09164	0.010646	2.190082	0.734744	1.050109	0.466742	0.376921	0.25851	0.329764	0.404934	0.370435	0.357379	0.256935	0.264649	0.203851	0.027204	0.028414	0.111074	0.031139	2.035592	0.462544	0.301157	0.25539	0.145611	0.110776	0.169645	0.174224	0.105333	0.124154	0.109605	0.064845	0.109822
0.076437	0.051911	0.122605	0.088187	-73.749101	5.45925	0.55592	1.719144	0.433264	0.799224	0.518194	0.733615	0.494932	0.484381	0.315546	0.204777	0.16332	0.035693	0.027468	0.087894	0.040121	3.629315	1.357065	0.937041	0.794567	0.557246	0.456569	0.474474	0.46211	0.431915	0.41868	0.415484	0.413963	0.410805	0.023025	0.018857	0.056882	0.01251	4.001253	0.578469	0.871123	0.505319	0.343674	0.219644	0.195106	0.279286	0.203408	0.246049	0.215166	0.17463	0.226185	0.011152	0.01297	0.050512	0.032038	2.132753	0.301291	0.170098	0.249236	0.142929	0.098309	0.099594	0.083046	0.057488	0.077565	0.075032	0.058229	0.074152
0.118576	0.075312	0.201006	0.089358	-66.388756	3.303553	0.636868	2.067673	0.527524	0.631899	0.510116	0.249742	0.655622	0.686961	0.576545	0.674215	0.531253	0.05099	0.045833	0.130152	0.041314	2.76449	0.870912	0.754644	0.738645	0.549655	0.525611	0.51812	0.536152	0.497539	0.484382	0.459826	0.437103	0.411964	0.020666	0.019502	0.049216	0.010337	2.309979	0.371263	0.483323	0.248739	0.241929	0.295472	0.260449	0.23585	0.175493	0.201136	0.209162	0.1875	0.150798	0.020415	0.023369	0.038954	0.032055	2.072234	0.281877	0.135512	0.149533	0.120205	0.08065	0.071016	0.091496	0.075478	0.066754	0.068622	0.062434	0.063935
0.094707	0.062289	0.13346	0.086266	-69.612838	4.937819	1.427772	1.614862	0.510663	0.805678	0.67173	0.214893	0.752119	0.753789	0.373193	0.46713	0.617024	0.038392	0.02961	0.100403	0.037278	2.974586	0.967451	0.632571	0.641723	0.555574	0.575906	0.524169	0.501797	0.500734	0.473751	0.460743	0.462039	0.46102	0.024486	0.018274	0.056487	0.00985	2.748671	0.772783	0.310655	0.462195	0.407499	0.39599	0.281058	0.259585	0.223314	0.296637	0.234459	0.191014	0.236572	0.015095	0.017752	0.040123	0.032398	1.981672	0.246789	0.156097	0.16241	0.106119	0.095959	0.11079	0.085904	0.101202	0.074537	0.088196	0.075844	0.087769
0.143623	0.106597	0.238435	0.089294	-61.701709	3.274724	-0.583428	2.434098	0.522217	0.665748	0.383683	0.857783	0.268451	0.719908	0.739242	0.507286	0.383352	0.031225	0.033204	0.055778	0.042569	1.931838	0.710723	0.667268	0.661876	0.595305	0.506297	0.475897	0.491263	0.496153	0.456056	0.459522	0.432539	0.458248	0.015107	0.01194	0.025385	0.012254	1.605441	0.490463	0.379776	0.457901	0.308778	0.155862	0.210198	0.294011	0.231984	0.236352	0.185854	0.221932	0.159916	0.007135	0.010847	0.033496	0.031205	2.032929	0.205005	0.134404	0.167258	0.093217	0.095798	0.0694	0.07069	0.100979	0.087204	0.065148	0.072091	0.098533
0.036609	0.029399	0.058718	0.107897	-82.345219	11.183845	0.520612	2.005871	1.141507	0.717527	0.063618	-0.28666	-0.394639	-0.143482	-0.012771	0.255616	0.448856	0.014253	0.012501	0.073123	0.066255	4.718591	1.626325	1.034635	0.803863	0.675978	0.622645	0.584109	0.560336	0.517291	0.487903	0.572826	0.523342	0.50329	0.009461	0.007522	0.029461	0.01954	9.375316	2.110436	1.116568	0.749077	0.660561	0.521368	0.465093	0.273332	0.335037	0.475043	0.448977	0.536926	0.433343	0.007709	0.006324	0.087103	0.019189	6.482453	0.671675	0.158181	0.170692	0.139109	0.111072	0.150231	0.097114	0.097502	0.128327	0.169104	0.169562	0.119117
0.083874	0.055483	0.130935	0.095156	-70.641702	4.475934	2.188028	1.611827	0.517763	1.207981	0.390913	0.513936	0.222907	0.488311	0.508838	0.519626	0.250317	0.047808	0.037542	0.135693	0.042643	4.887611	1.422308	0.885257	0.805296	0.72403	0.664573	0.64871	0.525938	0.544388	0.479636	0.487335	0.478303	0.495311	0.02063	0.015449	0.058299	0.010421	2.354206	0.719823	0.587081	0.510281	0.398756	0.343504	0.481277	0.246173	0.266328	0.352394	0.311091	0.297923	0.347272	0.016032	0.018851	0.052247	0.031518	1.898896	0.334146	0.207486	0.17407	0.174234	0.112531	0.124492	0.092553	0.099671	0.101653	0.07781	0.097115	0.116976
0.07377	0.048231	0.136003	0.096039	-71.516054	5.321928	0.731946	1.948695	0.665511	0.881207	0.451752	1.050352	0.706647	0.33937	0.351207	0.351186	0.607014	0.046076	0.035171	0.164925	0.04391	4.750176	1.571432	0.965364	0.695	0.656771	0.578951	0.520026	0.488705	0.464426	0.485814	0.44143	0.453434	0.501407	0.025308	0.023578	0.054821	0.009692	3.831714	1.169673	0.959034	0.4503	0.54238	0.328616	0.261105	0.295556	0.268463	0.372714	0.261006	0.239331	0.369227	0.023473	0.023508	0.099813	0.031191	2.282288	0.558651	0.32853	0.19553	0.2331	0.144521	0.103059	0.089813	0.084943	0.13926	0.083873	0.150022	0.164563
0.082348	0.055747	0.1247	0.093031	-63.239402	5.78131	-0.175801	1.103788	0.197947	0.253477	0.394114	0.205792	0.415462	0.315648	0.540442	0.47996	0.54851	0.02494	0.01943	0.0575	0.045293	2.391796	0.872928	0.677895	0.659943	0.491182	0.516054	0.454775	0.496709	0.460624	0.453339	0.439654	0.431665	0.393816	0.016859	0.015025	0.03766	0.01304	1.279089	0.756065	0.447245	0.537507	0.273072	0.351466	0.227675	0.226977	0.310014	0.266296	0.208498	0.232425	0.218941	0.011732	0.012874	0.042026	0.031259	1.747647	0.264581	0.190334	0.228123	0.109162	0.13146	0.071966	0.10424	0.083264	0.09505	0.06768	0.086663	0.070981
